complex_name,gender,is_home_owner,is_married,school_location,is_graduate_student,is_graduated,is_priority1_eligible,income_percent,total_asset,car_value,has_car,is_parents_homeless,is_applicant_disabled,is_parents_disabled,is_recipient,is_single_parent_family,is_income_under50,subscription_count,rank,user_score,cutline,competition_rate,label
연남공공원룸텔,여성,False,False,서울,False,False,False,92.4,218827643,29403899,True,False,False,False,False,False,True,30,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,66.7,104274941,44386903,False,False,True,False,True,False,False,2,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,47.4,33596241,17240955,True,False,False,False,False,False,False,13,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,66.4,15751996,9866806,False,True,False,False,False,False,False,10,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,92.8,62915567,16786652,True,True,False,False,False,False,False,21,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,37.7,244129753,34099895,False,True,False,False,False,False,False,19,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,98.2,332027344,43174919,False,False,False,False,False,False,False,31,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,42.5,91059161,22585408,False,True,False,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,87.9,162698409,8406677,False,False,False,False,False,False,False,24,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,53.0,140317330,34161157,True,True,False,True,False,False,True,27,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,54.4,75460319,34008634,False,False,False,False,False,False,False,8,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,92.6,119121779,31592846,False,True,False,False,False,True,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,38.9,325239505,38900065,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,31.4,81100666,25692052,True,True,False,True,False,False,True,13,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,28.0,221848808,43872929,True,True,False,False,False,False,False,17,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,78.3,316925133,40934051,True,True,False,False,True,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,20.4,230866734,34157914,False,False,False,False,False,True,False,14,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,29.9,324417981,15649590,False,True,False,False,False,True,False,7,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,46.3,118664842,24655546,True,True,False,False,False,False,True,6,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,69.2,270249551,3326987,False,True,False,False,False,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,71.5,220438123,31481567,False,False,False,False,False,False,False,2,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,96.9,73785838,45263166,False,True,False,False,False,False,False,11,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.3,292882726,15150026,False,True,False,True,False,False,True,28,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,39.3,276571309,29624568,False,False,False,False,True,False,True,33,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,45.6,242981432,3530584,False,False,False,False,False,False,False,12,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,77.0,99677281,3984827,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,48.6,105946487,12440298,True,True,False,False,False,False,True,24,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,96.0,85520510,46606542,False,True,True,False,False,True,True,28,3,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,97.0,163735486,17276247,False,True,False,False,False,False,True,27,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,60.7,214328035,17604433,True,True,False,False,False,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,59.6,46210972,7626101,False,False,True,False,False,False,True,24,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,95.9,49834830,8937365,False,True,False,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,51.2,147330255,34754694,False,False,False,False,False,False,False,29,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,115.0,62979024,42527888,False,True,False,False,False,False,True,2,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,38.6,262261778,4519435,False,False,False,False,False,False,False,6,1,1,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,92.5,27273597,28491660,False,False,False,False,False,False,False,16,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,40.7,31516299,55934206,True,False,False,False,True,False,True,11,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,76.5,215258208,1354427,True,True,False,True,False,False,False,22,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,36.3,213980152,31313004,False,True,False,False,False,False,True,24,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,34.4,315627191,29770914,True,True,False,False,False,False,False,16,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,61.7,56331160,3711802,False,False,False,True,True,True,False,34,1,10,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,97.4,25422470,26748927,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,51.9,124597262,2145386,True,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,53.5,249504091,16151735,True,True,False,False,False,True,True,22,2,7,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,76.0,306888747,14956194,True,True,False,False,True,True,True,4,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,30.6,272279452,52409200,False,True,False,False,False,False,False,4,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,27.4,139213362,4270473,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,77.4,285546852,16135500,True,True,False,False,False,True,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,63.9,50155627,47488866,False,True,False,False,False,False,True,29,3,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,45.9,332442281,11086654,False,True,True,False,False,False,True,13,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,24.8,155057732,21422960,True,False,False,False,False,False,False,20,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,23.7,103306689,27683043,False,False,False,False,False,False,False,33,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,72.7,371342317,30959733,False,True,False,False,False,False,False,6,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,47.8,88050968,44481650,True,False,True,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,65.1,268836186,44596220,False,True,False,False,False,False,True,30,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,30.9,316229649,37736868,False,True,False,False,False,False,True,24,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,92.1,47624601,29266718,True,True,False,True,False,False,True,15,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,78.7,37343151,37871971,False,True,False,False,False,True,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,91.3,344639137,19519301,True,True,False,False,False,False,False,30,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,22.3,37721187,35990268,False,True,False,False,True,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,33.9,99054183,50684982,False,False,True,True,False,True,True,20,3,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,64.1,311494051,27107841,False,True,False,True,False,False,True,22,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,36.2,68218040,28224408,False,True,False,True,False,False,True,32,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,74.6,201905117,26364510,True,True,False,True,False,False,False,20,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,31.6,282496476,21274382,False,True,False,True,False,False,True,20,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,91.9,207541270,13522134,False,True,False,False,True,True,True,16,1,10,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,34.9,142323361,21601930,False,True,True,False,False,True,True,18,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,56.0,320333966,49603772,False,False,False,False,False,False,True,15,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,64.4,254162957,21120350,False,True,False,False,True,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,63.8,90993713,43265898,False,True,False,True,False,False,True,19,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,47.6,328604164,10952046,False,False,False,False,False,False,False,17,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,81.8,82756591,16550729,False,True,False,False,False,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,80.7,224375567,40182652,False,False,True,False,False,False,True,35,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,43.2,185209169,17951725,False,True,False,False,False,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,76.5,19515068,52944958,False,True,False,True,False,False,True,12,3,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,37.9,304533831,32527142,False,False,True,False,False,False,True,27,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,93.4,261777478,23525003,False,True,False,True,True,True,True,12,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,74.6,331650722,10081749,False,False,False,False,False,False,True,5,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,22.3,98944002,12418194,False,True,False,False,False,False,True,36,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,39.3,49326045,36963066,False,True,False,False,False,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,29.6,130625607,34126837,True,False,False,False,False,False,False,24,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,53.2,154734514,26419293,False,True,True,False,False,False,True,26,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,31.7,288236112,3769661,False,True,False,False,False,False,True,11,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,103.3,281882860,59882863,False,True,False,False,False,False,False,11,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,29.6,15984747,17827553,False,False,False,False,True,False,True,33,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,52.9,208400438,33601509,False,True,False,False,False,False,False,19,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,82.6,60029074,32780038,False,True,False,False,False,False,False,21,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,76.0,288026865,19634012,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,43.0,52122189,5929918,False,True,False,False,False,False,True,31,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,21.1,83073849,43610122,True,False,False,False,False,False,True,1,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.8,147409705,19316172,False,True,False,False,False,False,True,14,2,7,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,25.9,209094923,34142832,False,False,False,False,False,False,False,4,2,0,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,98.7,72265832,56489198,False,True,False,True,True,False,False,0,3,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,83.4,311296783,4932979,False,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,68.9,290524329,23825091,False,False,True,False,True,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,54.2,367867599,280070,True,True,False,False,True,False,False,29,1,8,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,53.2,281105488,8913146,False,False,False,False,False,False,True,11,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,48.0,161374997,811615,False,False,False,False,False,False,True,22,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,93.7,180902270,16998396,True,False,False,False,False,False,False,34,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,38.8,175931546,11357824,True,False,False,False,False,False,True,35,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,51.8,197092032,20935858,True,True,False,False,False,False,False,9,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,37.7,179852487,29412528,False,False,False,True,False,False,False,34,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,39.1,242288742,48488716,False,True,False,False,False,False,False,5,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,50.5,10266080,6504492,False,True,False,False,False,False,False,11,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,54.3,204011445,10881331,False,False,False,False,False,False,False,6,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,44.4,15803907,35991072,False,True,True,False,False,False,True,10,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,44.1,198614953,3867809,False,False,False,False,False,False,True,11,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,72.4,323678926,36538110,True,True,False,False,False,False,False,36,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,41.2,88349650,47062443,False,True,False,False,False,False,False,2,3,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,27.3,208315380,19999772,False,True,False,False,True,True,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,70.9,207043346,20070961,True,True,False,False,False,False,True,27,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,97.5,128430384,5451267,False,False,False,False,True,False,True,8,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,80.7,216821467,31726341,False,False,False,False,False,False,False,11,2,1,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.6,121930869,24066910,True,False,False,False,False,False,False,25,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,20.8,58924104,22471129,True,True,False,True,True,True,False,19,1,11,10,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,68.8,222812269,39896600,False,True,False,False,False,False,True,32,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,33.4,160192073,11425930,False,False,False,False,False,False,False,33,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,90.2,274123106,31253919,False,True,False,True,True,True,True,34,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,38.9,177314078,28107502,False,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,30.2,177256036,4207997,False,False,True,True,False,False,True,18,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,69.2,131026490,37502932,False,True,False,False,False,False,True,7,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,88.8,272714802,36857585,True,True,True,False,False,False,True,27,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,75.1,245027745,4723217,False,True,True,False,False,False,True,6,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,92.7,285877804,32097043,False,False,False,False,False,False,False,12,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,81.5,17086951,36908565,False,True,False,False,True,False,True,26,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,69.7,313567992,9004578,False,False,False,True,True,True,True,9,1,8,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,41.9,320124386,1427996,False,True,False,True,False,False,True,28,2,9,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,26.8,159298823,7777958,False,False,True,False,False,False,False,31,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,92.4,274432667,9238668,False,False,True,True,False,False,False,0,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,60.5,223567877,19627724,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,84.3,316623616,3944930,False,False,False,False,False,False,False,20,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,46.9,127725929,40073569,False,True,False,False,False,False,False,17,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,95.7,288624352,22875526,True,True,False,False,False,True,False,30,1,8,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,83.3,232888592,10636365,False,True,False,False,False,False,True,33,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,88.2,66685228,38451324,False,True,True,False,False,False,True,33,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,57.6,25760469,5194557,False,True,False,True,False,False,False,32,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,58.3,39154288,10600339,True,False,False,False,True,False,True,13,2,5,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,81.5,222192434,3687847,False,False,True,False,False,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,87.4,77124734,19420823,False,True,False,False,False,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,67.1,137863553,33946063,False,False,False,False,False,False,True,27,2,6,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,61.8,253551309,26732023,False,False,False,False,False,False,False,22,2,2,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,93.0,18794203,53554297,False,True,False,False,False,False,False,6,3,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,54.3,196296983,7855568,False,False,True,False,False,False,False,18,2,4,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,73.3,153392241,17918237,False,True,False,False,False,False,True,28,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,39.7,40411070,31930676,True,True,True,False,False,False,True,28,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,29.6,302808787,28781677,False,False,True,True,False,False,True,20,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,44.7,52425546,11168631,False,False,False,False,False,False,True,0,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,116.2,371291110,44678840,False,False,False,True,False,False,True,10,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,113.4,219933557,2998954,False,False,False,True,False,False,False,33,1,4,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,39.6,137090166,21671515,False,True,True,False,False,False,True,26,2,10,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,96.4,185731029,24346540,True,True,False,False,True,False,True,29,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,28.7,153780577,23717146,False,True,False,False,False,False,True,34,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,51.3,212435829,24742416,True,True,False,True,False,False,False,4,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,116.1,139752057,55944896,False,False,False,False,False,False,True,10,1,1,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,81.1,242850627,32890771,False,True,False,False,False,False,False,35,1,5,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,71.5,395859048,2689556,False,False,False,False,False,False,False,15,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,92.2,216098123,20594098,False,True,False,True,False,False,True,23,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,True,118.0,105918257,10525813,False,False,False,False,False,False,True,18,1,2,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,True,86.5,19043184,59016470,True,True,False,False,False,False,False,9,1,3,10,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,47.3,149058518,41333014,False,False,False,False,True,False,False,28,2,3,8,41.5,0
연남공공원룸텔,여성,False,False,서울,False,False,False,58.3,230293965,18548967,False,True,False,False,True,False,True,25,2,8,8,41.5,1
연남공공원룸텔,여성,False,False,서울,False,False,False,55.8,60221026,279038,False,False,True,True,False,False,True,35,2,9,8,41.5,1
